store_name,Overall_Rating,name,Rating,text,publishedAtDate
Shell Park Royal Royale Leisure Park Dukes Rd London W3 0BX,3.6,Priyesh Shah,4,Very friendly staff and very helpful,2024-09-17T18:19:10.750Z
Shell 7 Rowan Rd London SW16 5JF,3.4,Ferr,1,Car wash broken 👎 please fix the hot foam option (3) or remove the option.,2024-09-18T16:17:08.387Z
Shell 383 Edgware Rd London NW2 6LD,3.6,TIN,1,"Agreed with other customers about the  bathrooms, they sell food and a subway inside and no customer toilets, filled up diesel and no where to wash hands after  ,  won’t be using shell again three others next to each other all with customer  toilets, the staff must be pissing up against the side of the building and washing their hands with the hose outside!🫤 sort it out",2024-09-18T22:31:30.232Z
Shell 2-4 New Cross Rd London SE14 5BE,2.4,Harry Lusham,1,"Absolutely ridiculous!
Customer service is not a thing here. Was shouted at by a member of staff because I wanted to fill my car up and he was busy restocking shelves. Avoid this place at all costs",2024-09-19T22:57:21.508Z
Shell N Orbital Rd Denham Uxbridge UB9 5EY,3.4,Rachel Hughes,1,"The customer experience is dire! I made a mistake with Amazon drop off times (confusingly drop off times are Sat and Sun 6 -10 am only). In both cases, I was told angrily by 2 different members of staff to go away.  The air pump is often broken and is £0.50 than the BP garage a mile away. I used to use this station. However, I've seen a big decline in the past month or so. I will not be back! I do not recommend.",2024-09-21T12:41:21.753Z
Shell 421 Edgware Rd London NW9 0HS,4,FLORIN-MIHAI POPA,5,Very good.,2024-09-21T14:12:55.908Z
Shell 101-103 Southwark Bridge Rd London SE1 1ES,3.6,Branco Chiesurin,5,Best petrol station,2024-09-22T22:28:58.186Z
Shell 139-149 Whitechapel Rd London E1 1DT,3.3,Anastasiia Spasova,1,"Insanely rude worker of this petrol station said that the petroleum station was closed, just because he didn’t want to work. This is mind blowing.",2024-09-23T10:20:48.336Z
Shell 445-453 Wick Ln Bow London E3 2TB,3.3,Vivian Ng,4,"Good station and location, but sometimes overly busy.",2024-09-24T15:50:10.806Z
Shell 75 Balham Hill London SW12 9DP,3.2,Sarav,1,"I am writing to express my dissatisfaction with the service I received at your establishment on [24/09/2024]. The website states that the establishment operates on a 24-hour basis, however, it was closed between the hours of 23:35 and 12:10. The employee on duty informed me that the cash register was closed and could not be reopened for another thirty minutes. This is unacceptable, as I have worked for Shell for the past three years and am familiar with the company's policies and procedures. I was in urgent need of fuel and there were no other gas stations in the vicinity. The employee's refusal to assist me was both unprofessional and inconvenient. I request that appropriate action be taken to address this matter and I have the proff of the sign saying system closed. It was written by the staff not from the company.",2024-09-24T22:45:36.114Z
Shell 326 Queenstown Rd Nine Elms London SW8 4NE,2.7,Sajjad Ayub,1,"Was just served at 1 am. 25.09 night shift shabby dressed staff member at shell.. rude, arrogant employee. Needs retraining how to deal with customers. Like the sign you have in the window about being rude to staff. Employees need to be courteous to the customer!
Shell management, recruiting staff like this is not doing you any favours to your net promoter scores (bonus). You know you need to be in the 90% bracket!!!",2024-09-25T00:38:02.339Z
Shell 289 Merton Rd London SW18 5JS,3.4,Joanna Simmonds,1,Scammers!! Avoid!!! False advertising of price of diesel!!! Only available on one special apparently !!,2024-09-25T16:20:34.694Z
Shell 222-224 Fulham Palace Rd London W6 9NT,2.9,Miguel Gouveia,5,"Great Petrol Station after changing off owners this Petrol improvement is amazing
Great customer service staff Sanju is gentleman friendly always ready to help
Well done ⭐️⭐️⭐️⭐️⭐️",2024-09-25T16:36:54.933Z
Shell 6 Church Rd London W7 1DH,3.2,marco,1,"be careful buying petrol at this station if it's busy, don't waste time buying pizzas and sandwiches or anything else, because 15 minutes after you enter you'll be fined 100 pounds and it happened to me, after queuing, filling up the car and trying to use air for the tyres, I was fined, I won't go back there again",2024-09-27T08:43:21.470Z
Shell 529 Yeading Ln Northolt UB5 6LW,3.4,Ronald Cadogan,5,Great service,2024-09-27T20:49:02.598Z
Shell 53 Sewardstone Rd London E4 7TA,3.4,sajid nazir,1,"The guy is using bad language. He shows aggressive behavior. I just ask for Uber order which is just type c to USB cable. He says that he will give after 30 minutes. I came here after traveling 5 mile distance to pick up order  at 4:20 am dated 28_09_2024. but very bad experience of staff boy behavior.
Never came here again to pick order.",2024-09-28T03:22:43.286Z
Shell 75 Balham Hill London SW12 9DP,3.2,Abdi A,1,"Worst experience ever! Arrived at the station at 22:00PM, only to find the doors locked. The sign on the door clearly states they’re open 24hrs, but apparently, they don’t care about their own schedule. No note, no explanation. Wasted my time driving all the way there. I won’t be back, and I’d suggest others avoid it too if you don’t want to risk showing up to a CLOSED and LOCKED door before the advertised closing time!",2024-09-28T21:14:41.598Z
Shell Park Royal Royale Leisure Park Dukes Rd London W3 0BX,3.6,A,4,Friendly member of staff. No problems. More expensive than other Shell stations nearby though.,2024-09-28T22:59:05.628Z
Shell 882 Great West Rd Isleworth TW7 5LW,3.5,Dadis Matis,1,"Indian sellers are deceiving, coffee machine is not working.do not use this shell!!!",2024-09-30T07:03:51.265Z
Shell 139-149 Whitechapel Rd London E1 1DT,3.3,Myra Marsh,5,Clean forecourt  friendly staff petrol  reasonable,2024-09-30T14:44:21.838Z
Shell 882 Great West Rd Isleworth TW7 5LW,3.5,Girl Galaxy,1,"Not happy with a service today early morning,not recommended",2024-09-30T17:28:03.796Z
Shell London Rd Virginia Water GU25 4QF,3.1,Mk Kay (MKay),1,"Absolutely horrible experience the staff is always rude. They pick and choose who to allow to use the car wash or accept packages. They lie that the car wash is broken or the Amazon return box is full. The guy at the till Jey has never heard of customer service and his moronic colleague was being extra rude told me I should go there in the morning. Reporting to Amazon. AVOID at all cost, terrible place. I will not set foot in this place ever again. The guys who worked there today should be fired. Until then I will take my business to the BP in Egham.",2024-09-30T18:54:26.566Z
Shell 171 High St London West Wickham BR4 0LU,3.2,RANA,1,"Rude staff  , 2 persons
One person said we have toilet facility, behind other person of staff rudely said no no haven't,  look like racist behavior .(03/10/2024 time 7:00 o'clock) I m using always shell fuel in my car regularly scan my membership card , today very disappointed feel my insult 😔",2024-10-03T19:11:55.902Z
Shell 102 Fordbridge Rd Ashford TW15 3RD,4,A G,1,"False advertising.

We all know that you pay a ‘premium’ when purchasing products from a petrol station, however when there products are marked 20% off, then staff should enforce the discount.

Instead the member of staff repeatedly said, this (full price), is in the system and proceeded to try and take the sticker off.

Normally the staff are friendly, but in this occasion, he chose to be ignorant and be adamant that there is nothing wrong.

I am making a formal complaint to Waitrose about this experience.  This is really unacceptable.",2024-10-05T13:18:58.487Z
Shell 403-405 Twickenham Rd Isleworth TW7 7ES,3.8,Michael Janson,1,"They sell crap fuel, shell v-power i bought there was rubbish. It gave me much worse/higher fuel consumption than ordinary diesel with the price 20p more. I will not visit them in the near future…",2024-10-05T16:16:42.312Z
Shell 237-239 Roehampton Ln London SW15 4JZ,3.2,Chris Harding,1,"Huge sign on front of shop, beside the door says “Open 24 Hours”, arrived approx 22:15 Saturday to find the shop closed. Seems to be a theme here looking at other reviews… Waste of time, won’t be back.",2024-10-05T22:23:30.446Z
Shell 409 Kilburn High Rd London NW6 7QE,3.2,Big Mac,1,Bunch of Wankas at the till 😂 got fined £60 for a stupid car wash,2024-10-06T13:20:59.201Z
Shell 128-136 Beckenham Rd Beckenham BR3 4RH,3.8,Jan Klos,1,"Don’t be tricked by the new shiny vacuum - it’s rubbish .. It doesn’t pick up most things from the carpets and takes for ages to hoover your car. I would need to spend 10 quid to get the job done. I went to complain about blocked hose to the attendant and asked for some free time to compensate for what i paid for already. He’s answer was “no”
as it’s some separate company which manages those and I have to email them to get a £2 credit. Yes you read correctly - there’s a company which empties and services only petrol station hoovers so you can’t count on the attendants help if something’s not right and not even get a refund. Capitalist nightmare.",2024-10-06T15:43:06.974Z
Shell Staines Rd Twickenham TW2 5JA,2.9,bob pearson,1,Brought a tank of V Power fuel from this garage in early Cctober and my engine was incredibly  noisy  and I lost 25% on my average MPG. I have always filled up with the same fuel from the same garage and done the same Journets My local dealer on a service said this was contaminated fuel  or water in the fuel. The garage was right after filling up again my car returned to normal. I am in contact with Shell HQ who sent me  very complicated extensive form to fill in and said nothing else. I find it hard to believe that Shell HQ would send out fuel that was so contaminated??,2024-10-08T10:43:56.460Z
Shell B466 55 High Rd Ickenham Uxbridge UB10 8LF,3,Marko Novolani,1,When you drive big sing shows different prices from feeling place ! Very doggy,2024-10-08T12:45:28.380Z
Shell Worple Rd Raynes Park London SW20 8RE,3.5,Epic Outdoors,1,Asked for 2 drinks. He brought me the wrong drink and ask him to change it. Then chased me away because he is saying is closing at 00:00. Clearly show you are a 24h petrol station. What a rude shop assistant.,2024-10-08T22:58:21.387Z
Shell 29-31 Hanger Ln London W5 3HJ,3.4,Mihai Cernea,1,Toilets out of order. The oldest trick in the books to get out of cleaning it at the end of the shift. Who knows ?😒,2024-10-09T19:00:20.344Z
Shell Elstree Way Borehamwood WD6 1LB,3.4,Arek S,1,"Amazon drop off in this place is like a comedy,
Eweryone skip the que, coffee, petrol, cigarettes, and you waiting and waiting.

Staff unprofessional, rude, and disrespectful.
They don't care about you, only customers who left money important.

I suggest to  Amazon to check this place.",2024-10-09T19:09:21.380Z
Shell Park Royal Royale Leisure Park Dukes Rd London W3 0BX,3.6,Robin Martin,5,Has an air pump that ACTUALLY WORKS and only costs £1.50. A rare thing in London….,2024-10-09T20:12:39.160Z
Shell 134 West Hill London SW15 2UE,3.6,Leon Lees,1,Jet wash closed?????,2024-10-10T08:23:12.316Z
Shell 231 Western Rd London SW19 2FG,4.1,Suryaa S,4,Great customer service from staff at the till,2024-10-12T00:19:42.643Z
Shell 609 Kenton Rd Harrow HA3 9RW,3,FLORIN-MIHAI POPA,5,Good experience.,2024-10-12T19:44:27.132Z
Shell 134 West Hill London SW15 2UE,3.6,Claire Palmer,5,"Just stopped on our way through travelling to into London. The service shop is brilliant, has a range of products/snack and a costa coffee shop & more importantly toilet facilities! We parked outside the shop & popped in with no problem",2024-10-14T10:56:08.979Z
Shell 470 Larkshall Rd London E4 9HH,4.3,Lee Tunstall,4,OK petrol station but the staff there are so helpful and friendly especially the 2 brother's 👍👍,2024-10-14T19:28:42.244Z
Shell 383 Edgware Rd London NW2 6LD,3.6,Anjelonie Diaz,5,I'm a loyal customer of shell since 2010 I'm used to getting petrol from this store it's. Genuinely good compared to other petrol ststions,2024-10-15T10:06:22.079Z
Shell 128-136 Beckenham Rd Beckenham BR3 4RH,3.8,Dan Fry,1,"Very disappointed with this garage, dispute using it incredibly regularly for car washes I managed to lose ticket while I was waiting, completely my fault could have put in bin by mistake. That said to have to pay again for a service I failed to receive seems rather petty and shows complete lack of common sense and duty to a previously loyal customer.",2024-10-15T12:33:00.185Z
Shell 112-122 Gipsy Hill London SE19 1PL,3.8,a,1,"It's frustrating when the opening hours are incorrect. It's not 24 hours/ it is only 24/hours for petrol. You cannot buy anything from the convenience store and door is locked. Can only pay for petrol from the outside, and that's it. That's not 24/hours.",2024-10-15T22:25:49.870Z
Shell 93-113 Park Rd London N8 8JN,3.4,MafO'z Yh,4,"Decent, nice and clean especially since the renovation. Costa machine available when the doors are open. They lock up early now, used to close at 11 now closed at 10. Only serve through the night window after 10 no coffee at night",2024-10-16T21:05:00.049Z
Shell B466 55 High Rd Ickenham Uxbridge UB10 8LF,3,Karris Packet,1,"Terrible service with such unfriendly staff , not able to be fair on orders. They twice gave my order to someone else without recognizing their fault . But fortunately some staff in other waitrose are awesome.",2024-10-17T18:19:46.777Z
Shell Empire Way Wembley Park Wembley HA9 0EW,3.4,kk 29,1,"Hi , it’s not worth to go and wash car here, it’s unethical to forcefully send charge letters for just car wash as saying it’s overstayed at place , ridiculous and stupidity from Europe car park, definitely “NO”, negative marks 👎",2024-10-17T22:41:13.750Z
Shell Worple Rd Raynes Park London SW20 8RE,3.5,John Weathers,4,An acceptable petrol station with an adequate stock of foods in the shop,2024-10-18T11:03:56.244Z
Shell 262 Martin Way London SW20 9BZ,4.1,Mario Hartnell-Hajdu,5,Always top marks!,2024-10-19T09:46:53.526Z
Little Waitrose At Shell Holloway 104-116 Holloway Rd London N7 8JE,4.3,Chris 'Elmo' Hall,5,"Always a friendly face at the till, and the opportunity to use the facilities is a godsend.",2024-10-19T14:31:34.412Z
Shell 383 Edgware Rd London NW2 6LD,3.6,Bill Bowling,3,Same old,2024-10-19T14:57:49.477Z
Little Waitrose At Shell 11 Colney Hatch Ln Muswell Hill London N10 1QB,4.1,J W,5,Very handy supermarket and the staff are very friendly!,2024-10-19T19:21:25.299Z
Shell Marylebone Rd London NW1 5AR,2.1,Nicole,1,The man working there is so rude ! Very terrible  service. He was clearly not bothered to do is job and even worst is been very aggressive to a woman.,2024-10-20T03:38:55.958Z
Shell 198-208 Old St London EC1V 9BP,3.5,Razvan Victor,5,Shyam is a polite gentleman and provided great customer service!,2024-10-20T05:03:44.477Z
Shell Apex Corner Barnet Wy London NW7 3ET,3.1,Kalin Velidolski,5,Very kind personal at the till,2024-10-20T09:02:40.347Z
Shell 134 West Hill London SW15 2UE,3.6,Demyd K.,2,"car wash downgraded massively for the last period of time, foam is not available and brush is not supplying any shampoo, no point of use coz you simple can’t wash your car without those 2 things, sad",2024-10-21T16:53:04.206Z
Shell 65 E Barnet Rd London Barnet EN4 8RN,3.1,Fanni Kasik,5,Vamsi is very helpful and friendly. I always come here to pick my parcel up without any issues.,2024-10-21T17:46:33.937Z
Shell 276 Upper St London N1 2TZ,3.7,Angelika Łataś,5,Good,2024-10-22T20:41:01.258Z
Shell 300 W End Rd Ruislip HA4 6QQ,3.6,László Varga,1,No toilet 🤬,2024-10-23T07:47:10.461Z
Little Waitrose At Shell Holloway 104-116 Holloway Rd London N7 8JE,4.3,Mark Hasler,5,Awesome.  Like Waitrose but smaller.  With added petrol.,2024-10-23T22:16:01.611Z
Shell 171 High St London West Wickham BR4 0LU,3.2,Yassine Cristiano,1,"Went there to pick up my parcel, the man said he don't have the key to get it. If your running a business and it's in opening hours you should be equipped with all that's nessasery to run smoothly. I'm absolutely disappointed could of been somones birthday present or and important item! 1 Star would like to put none. The workers on pm shift need to be more helpful! Sort it out!",2024-10-24T18:01:26.273Z
Little Waitrose At Shell Holloway 104-116 Holloway Rd London N7 8JE,4.3,Roman Solo,4,"Good service, clean and Costa coffee 🫠😉",2024-10-25T23:06:52.605Z
Shell 134 West Hill London SW15 2UE,3.6,George Morgan,1,"I won't be coming to this shell again!.

I always come here to wash and vacuum as the facilities are great.

Today at 10:30am I washed my car, I went into the store to extend my time so I don't get a fine and the person who served me (at about 11:40 and he was the only person on the till), was very rude as I was putting in my registration into the tablet I pressed confirmed and was double looking to check I put the registration correctly, I didn't even get a chance half way though the man said yhhh yhhh yhh yhhh !!! and snatched it out my hand to make me fhinshed, I said that's very rude and you shouldn't rush people and I walked off, this is very disrespectful, rude and degrading as I need to check so I don't get a fine, I didn't even get a chance to double check.

I know nothing will happen from this, I'll probably get a reply saying sorry for your experience  or get to make an complaint 😕, what I want is to talk to someone higher by email to the manager to discuss this, so they can check the camera to see who served and give them a warning, but a that's a lot to ask.

Just disgusting customer service.",2024-10-29T17:10:19.444Z
Shell 198-208 Old St London EC1V 9BP,3.5,Raju Shah,5,This morning was served by Shyam and he was very polite and friendly early in the morning. Well done,2024-10-30T04:47:11.691Z
Shell 231 Western Rd London SW19 2FG,4.1,Marios,1,Night pay starts from 12 and they claim starts from 11. It's ridiculous,2024-10-30T23:22:36.010Z
Shell A402 104-105 Bayswater Rd London W2 3HJ,2.7,Simone Piccoli,1,"Life went from healthy to poison in a split second. 🤯
This was a lovely Waterose with nice, healthy products, and now it's a candy shell store with little quality and substance.😭
Please bring me back to Waterose. 🙏",2024-10-31T16:40:25.342Z
Shell 29-31 Hanger Ln London W5 3HJ,3.4,Rafal S.,3,The pumps are always very slow. I'll have to check sometime if they're metering the fuel correctly. Expensive.,2024-10-31T16:51:38.587Z
Shell 326 Queenstown Rd Nine Elms London SW8 4NE,2.7,Ajay Joshua,5,I am a regular customer at this shop at the early morning on weekdays. The Indian guy was very polite and helpful. Great going guy's.,2024-10-31T23:35:38.278Z
Shell A402 104-105 Bayswater Rd London W2 3HJ,2.7,Moussa Al-husseini -,1,"Price is much higher than the other stations nearby, almost 10p more expensive than the shell that is 3 minutes away, the new staff are rude and blunt. They also don’t have a customer toilet",2024-11-01T10:20:41.220Z
Shell 45 Russell Ln London N20 0BB,4,Dave Harvey,5,Wild bean cafe great staff coffee and food,2024-11-03T17:51:27.442Z
Shell 140 Northolt Rd South Harrow Harrow HA2 0EG,3.7,Brian Clarke,4,High quality petrol and only standard diesel sold here.,2024-11-04T12:42:26.380Z
Shell 171 High St London West Wickham BR4 0LU,3.2,J P,1,Vacuum station been out of service for weeks,2024-11-05T14:06:52.427Z
Shell 65 E Barnet Rd London Barnet EN4 8RN,3.1,Eleni Panayiotou,5,"Vamsi was very helpful with my parcel, which was much appreciated",2024-11-06T21:22:22.057Z
Shell 231 Western Rd London SW19 2FG,4.1,Shamal Rasul,5,I was here at 07/11/2024 at 10:58 I had good experience with Mathy he was so helpful thank you I will be back again,2024-11-07T11:07:01.696Z
Shell 6 Church Rd London W7 1DH,3.2,Masuda Akter Jahan,1,"Extremely expensive, staffs behaviour is like they are not even trained, they listen foreign songs loudly which is very awkward. I said hi to him but he kept jumping on song, i believe manager is not even well trained here otherwise Shell’s standard is bit high i believe manager.",2024-11-08T22:21:32.401Z
Shell 882 Great West Rd Isleworth TW7 5LW,3.5,Luke Baumkotter,3,Usually fine apart from a couple times the night staff ignore you and stack shelves whilst you stand there for 5-10 mins knocking on the glass,2024-11-09T05:15:15.035Z
Shell 270 Heston Rd Hounslow TW5 0RG,3.5,Shirley O'Connell,5,"Really good, and not bad value",2024-11-10T19:28:04.034Z
Shell 231 Western Rd London SW19 2FG,4.1,H Rawji,5,"I had a fantastic experience at Sheell western Road! Mathy was incredibly friendly and efficient, greeting me warmly as I arrived. The station was clean and well-organized, and I was impressed with how quickly he attended and help me to use shell points which i had accumulated for some time and i didn't know how to use them.",2024-11-10T21:30:42.924Z
Shell 213-217 The Vale London W3 7QS,3.4,Frozen Fang,1,"Staff ""Ragu"" is Very aggressive very unprofessionall swearing at customers without reason threatining them to not make him angry. Still looking for where i go to file this complaint completly unacceptable never in my life felt so threatened to get petrol in my life much less getting sweared at by a member of staff representing a company.",2024-11-10T23:22:58.141Z
Shell 53 Sewardstone Rd London E4 7TA,3.4,sc rw,1,"I usually come to this place for petrol and buying groceries but today, I went there to see what kind of nuts they have, i noticed the lady worker there was watching me, so I asked her where the nuts selection was and she show me the selection. I was looking these packet of nuts but it was not what I was looking for so I put it back and left the store and that’s when the lady accused me of not paying the nuts that I have put back. Showed her my pockets to say I don’t have any nuts on me, telling her that you didn’t have any almonds, pecans and walnuts. I felt embarrassed to be accused of something i haven’t done and won’t be coming back to here. Your staff need to be trained properly and I understand shoplifting does happen but your staff should know the procedure about this. It happened at 8:50am to 9:00am, I was  wearing dark gray and black jacket, shorts and white male with dark hair. Your staff need to do better!!",2024-11-11T10:16:42.160Z
Shell 609 Kenton Rd Harrow HA3 9RW,3,mahadev sakhalkar,1,Worst customer service if you want to spoil your mood with uneducated Asian group go there . Worse experience of customer service. Don’t have any sense what they are doing. No clue proper desi .,2024-11-12T22:37:00.852Z
Shell 290 Willesden Ln London NW2 5HS,3.6,laelson junior,2,"I believe many customers are quiet disappointed with the shell Willesden Green.

Staffs are quiet nice but unfortunately nothing is working over there.

The tyres pressure isn’t working..

The car wash isn’t working…

There is not charging point for EV customers..

The station is well-located but unable to provide the services that the local people are expecting..
Probably it needs new administration",2024-11-13T15:24:10.223Z
Shell 29-31 Hanger Ln London W5 3HJ,3.4,Remlon Dcosta,1,"Today in the morning I arrived at shell, as I am shellfeet user so I paid for fuel via app. I filled my car full tank fuel it cost me 61.74 for 44.13 litre. Had the worst experience if my Honda jazz 42 litre tank how come it went 44.13 litre in my car. I asked the member of the shell pump. He had no asker to it. Can I get explaining on it. My car manual  it says 42 litres.",2024-11-14T12:06:54.597Z
Shell 93-113 Park Rd London N8 8JN,3.4,Raheel Anwar,5,"This is a great petrol station. Plenty of room on the forecourt, nice and clean inside and out. There are new charging stations. It has a nice deli shop as well as Costa coffee machine and restroom facilities which were nice and clean.",2024-11-15T08:47:17.035Z
Little Waitrose At Shell 11 Colney Hatch Ln Muswell Hill London N10 1QB,4.1,Chris Oakley,4,"Not brilliantly stocked but doing its best. This is a place you just gas up, get a few bits to eat - one or two microwave meals available - but otherwise drive away from with a sense of relief!",2024-11-16T07:42:00.993Z
Shell 198-208 Old St London EC1V 9BP,3.5,hormuj Ali,5,Shyam is very polite and good customer service,2024-11-17T08:54:12.768Z
Shell 279-289 N Woolwich Rd London E16 2BB,1.6,Vrajesh Kachhiya,1,"I had a disappointing experience at this petrol station. The staff member I encountered was rude and dismissive, showing little interest in assisting me with my query. Polite customer service should be a basic standard, and unfortunately, this interaction fell far short of that. I hope management takes steps to address this, as it affects the overall experience for customers.
And the staff is very rude to customer and had very Aggressive behaviour",2024-11-17T17:24:43.676Z
Shell Recharge Charging Station 923-931 Fulham Rd. London SW6 5HY,3.9,Marcel Zaidan,5,Good idea Shell have with this EV charging station. With M&S and Costa coffee whilst waiting for the charge to complete,2024-11-17T19:43:08.106Z
Shell 112-122 Gipsy Hill London SE19 1PL,3.8,Kismet Rexhmati,1,"Awful service. I have been using this station for couple years and the Guy didn’t start the pump and wanted be to pay upfront (which I cannot until I know how much will it be.
Another car came after me and for him was different he paid at the end how should be, very disrespectful, disappointed.",2024-11-18T00:26:36.897Z
Shell Park Royal Royale Leisure Park Dukes Rd London W3 0BX,3.6,Mamuns world,5,Excellent service.,2024-11-19T13:18:03.507Z
Shell 360 Verdant Ln London SE6 1TP,3.7,Maksym,1,"Costa coffee is very bad. I can't even call it coffee, it's just a large cap filled with water, a little milk and a little coffee that you can barely taste. Just spend my money",2024-11-19T22:21:01.102Z
Little Waitrose At Shell 11 Colney Hatch Ln Muswell Hill London N10 1QB,4.1,Mir Aiman Ali,4,"The Little Waitrose with a Shell pump is a convenient and efficient stop for busy commuters and drivers seeking both fuel and quality groceries in one place. Located at select Shell petrol stations, this mini version of Waitrose offers a compact yet well-curated selection of high-quality products, making it a practical choice for quick shopping.

The combination of a petrol station with a Little Waitrose store allows customers to fuel their vehicles while grabbing groceries on the go. Inside, the store is designed for efficiency and convenience, offering a range of essentials like fresh sandwiches, snacks, drinks, and dairy items. For those in need of a quick meal, the store stocks ready-to-eat options such as salads and pre-packed meals, perfect for a busy day. In addition to food, you’ll find toiletries, household items, and everyday essentials that make this spot ideal for quick refills.

Despite its small size, the store maintains Waitrose’s signature quality, with a focus on fresh, premium products. While the selection is limited compared to a full-size Waitrose supermarket, the items available are carefully chosen for convenience without sacrificing quality. The store also offers a variety of organic and high-end snacks, which sets it apart from typical gas station convenience shops.

The Shell pump facilities are also well-maintained, providing an easy and efficient refueling experience. The combination of quality petrol and groceries under one roof makes this location a time-saver for those looking to run errands while fueling up. Customer service is typically friendly and efficient, making the overall experience pleasant and streamlined.

In summary, the Little Waitrose at Shell with a Shell pump offers a quick, quality shopping experience that makes it an excellent stop for fuel and essentials on the go. It’s the perfect balance of convenience and quality for modern consumers.",2024-11-20T07:09:30.754Z
Tottenham Service Station 311 The Roundway London N17 7AB,4.1,Daniel Marius Vranceanu,2,"Derelict needs refurb
The attendance is also poor",2024-11-20T11:50:06.223Z
Shell 102 Fordbridge Rd Ashford TW15 3RD,4,Hassan Khan,1,Rude Indian staff who can't speak and understand English. I got a letter from Forecourt eye that I filled at this pump and didn't pay. When I went online to see the evidence the incompetent Indian staff had uploaded the evidence of me paying less money than original amount. I filled at pump 1 and told the lady the pump number and she mistakenly pressed the wrong pump number that had less amount. She created a case against me that I filled and left the station without paying. I have receipt and bank statements showing I paid. Went to talk to manager 4 times. But he can't speak proper English and said I can't help. Taking them to Ombudsman. Jokers.,2024-11-20T13:03:24.249Z
Shell 297-309 297-309 Southwark Park Rd. London SE16 2JN,3,Ben Ritchie,1,"Absolutely ridiculous £60 fine for “parking” when I used their hoover and car wash for 20mins (I didn’t leave the car unattended I was just paying them to use their facilities) . Did an appeal, was rejected. Never using shell again",2024-11-22T09:17:40.548Z
Shell Chertsey Rd Addlestone KT15 2ED,3.5,Ygor Franca,1,"Good evening,
Today, I went to refuel at this establishment, and I was deeply humiliated. The manager refused to give me his name, and the cashier did the same, although I managed to see her initials (May). Both of them, two Indian individuals, treated me with extreme disrespect, falsely accusing me of trying to refuel and leave without paying. They claimed that someone in the driver’s seat was trying to escape. The person driving was my wife; I stepped out of the car to refuel. However, they refused to unlock the pump. I was forced to go inside and prepay to refuel my car—simply because my car is old and because I am an immigrant.

This is an outrage, a blatant lack of respect! I am an honest worker, I fulfill my responsibilities, and I pay all my bills on time. I don’t need to endure this kind of baseless accusation. On top of that, the manager further humiliated me by accusing me of planning to leave without paying and making offensive remarks.

This incident happened today, November 22, 2024, around 8 PM. I will never return to this place, and I will make sure to warn my friends to avoid this establishment. I also intend to leave several negative reviews to expose the xenophobic and humiliating behavior of these individuals. They think they have the right to treat others this way, but one thing is certain: in this life, what you do, you will eventually pay for.",2024-11-22T23:47:26.945Z
Shell 209 High St West Drayton UB7 7QP,3.2,Sinan Guclu,4,"Its a petrol station, they always have fuel, they have booze, it's 24 hour, they have jet wash sometimes,  it's close to the canal if you need stuff for you boat, it's got an amazon locker, one of the clerks complimented my hair on a day I felt crap, decent place! I'd give 5 stars but that's reserved for the real cheap places with card machines at the pumps. - but don't expect hair compliments from a pump with a card machine.",2024-11-23T01:27:00.613Z
Shell Chertsey Rd Addlestone KT15 2ED,3.5,Growing your brand,1,"Good morning
I’d like to share a deeply unfortunate incident that happened to a friend of mine at this establishment. He was humiliated while trying to refuel his car. The manager refused to provide his name, as did the cashier, although her initials (May) were visible. Both of them, seemingly of Indian descent, treated my friend with extreme disrespect and falsely accused him of attempting to refuel and leave without paying.

Their claim was that someone in the driver’s seat was “trying to escape.” In reality, it was his wife driving, while he stepped out of the car to refuel. Despite this, they refused to unlock the pump and forced him to go inside to prepay before refueling—simply because his car is old and because he is an immigrant.

This is unacceptable! My friend is an honest, hardworking individual who fulfills his responsibilities and pays all his bills on time. He does not deserve to be treated this way. To make matters worse, the manager verbally humiliated him further, accusing him of planning to leave without paying and making several offensive remarks.

The incident took place on November 22, 2024, around 8 PM. After this experience, my friend has vowed never to return to this place and is sharing his story to warn others. He also plans to leave negative reviews about the establishment to expose the prejudiced and xenophobic behavior of these individuals.

Such actions are unacceptable, and it’s crucial to remember that everyone, regardless of their background or circumstances, deserves to be treated with respect.",2024-11-23T09:12:38.003Z
Shell 360 Verdant Ln London SE6 1TP,3.7,Deee Mur,1,Very bad experience and poor service from the staff . Specifically 2 members of staff who had no empathy towards a autistic child who opened a bar of chocolate whilst mother was paying and apologied that child had opened before paying the staff on the counter didn’t even acknowledge and continued to be rude. Another member of staff who is often been seen rude also nearly hit the child with the trolley as the staff had no patience to wait until the child went past . Disgraceful behaviour .,2024-11-23T13:46:02.127Z
Shell 171 High St London West Wickham BR4 0LU,3.2,Sav D'Souza,1,Useless and rude staff. I see there click and collect 'service' is still severely lacking. I tried to collect a parcel yesterday at 6.30pm only to be told that the parcels are locked up and to come back in the morning! What's the point?! I had my parcel delivered there for my convenience. Useless! 😡,2024-11-23T14:25:25.324Z
Shell 198-208 Old St London EC1V 9BP,3.5,Caglayan_S 1905,5,Great service ! Thank you SHYAM,2024-11-24T09:25:24.516Z
Shell A402 104-105 Bayswater Rd London W2 3HJ,2.7,David N,1,"They obviously do not realise that using a petrol leaf blower at 6.30-7am on a weekend is not allowed,but still, this weekend, on a Sunday morning, continue to do so.
Will be reporting to westminster city council.",2024-11-25T12:49:27.349Z
